boro_ct,tree_count,percent_oncurb,percent_goodhealth,percent_fairhealth,percent_poorhealth,num_species,percent_damaged,borocode,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_SNGPNT
4024000,379,99.73614775725594,71.76781002638522,20.052770448548813,8.179419525065963,31,31.13456464379947,4,25.4,18.0,18644.0,35.5,12.3,24.3,12.4
4024300,651,99.07834101382488,87.25038402457757,11.367127496159755,1.3824884792626728,51,42.70353302611367,4,9.5,4.2,23223.0,22.5,12.5,17.1,6.0
4024500,340,99.41176470588235,80.29411764705883,15.294117647058824,4.411764705882353,37,31.764705882352942,4,5.2,4.3,27524.0,16.9,18.3,15.0,5.2
4024700,75,97.33333333333333,82.66666666666667,16.0,1.3333333333333333,13,41.333333333333336,4,14.7,4.4,21861.0,22.5,11.7,21.2,6.1
4024900,289,94.11764705882354,74.39446366782006,18.33910034602076,7.26643598615917,38,26.29757785467128,4,15.4,9.3,26374.0,12.9,14.1,14.7,7.8
4025100,280,99.64285714285714,82.5,15.714285714285714,1.7857142857142858,32,53.92857142857143,4,6.8,5.4,23933.0,19.4,15.0,21.2,6.9
4025301,245,100.0,75.51020408163265,20.0,4.489795918367347,26,33.46938775510204,4,10.1,11.4,36024.0,15.1,12.6,8.9,2.0
4025302,130,100.0,80.0,15.384615384615385,4.615384615384615,17,30.76923076923077,4,16.1,0.6,29326.0,30.4,7.3,14.2,7.0
4025400,578,90.13840830449827,88.23529411764706,8.477508650519031,3.28719723183391,44,22.14532871972318,4,22.6,24.8,17730.0,20.2,9.3,26.7,20.5
4025500,183,96.17486338797814,82.51366120218579,14.207650273224044,3.278688524590164,39,36.0655737704918,4,10.4,6.4,33896.0,17.1,19.0,19.0,9.8
4025700,125,99.2,89.6,8.8,1.6,19,27.2,4,9.2,4.7,34850.0,23.7,13.5,13.7,5.2
4025800,133,89.47368421052632,64.66165413533835,31.57894736842105,3.7593984962406015,26,21.05263157894737,4,10.3,13.9,22425.0,18.0,6.9,23.2,18.6
4025900,221,100.0,83.2579185520362,12.669683257918551,4.072398190045249,32,28.506787330316744,4,14.8,7.0,25455.0,31.8,10.7,22.1,11.9
4026000,255,87.05882352941177,90.58823529411765,6.2745098039215685,3.1372549019607843,31,35.68627450980392,4,32.5,23.6,15455.0,21.2,5.2,30.8,24.7
4026100,340,95.29411764705883,77.05882352941177,18.529411764705884,4.411764705882353,39,22.941176470588236,4,26.0,8.7,18111.0,37.8,10.5,22.1,9.4
4026200,140,97.85714285714286,87.14285714285714,11.428571428571429,1.4285714285714286,21,26.428571428571427,4,11.7,10.9,21968.0,17.9,13.3,24.5,15.0
4026300,209,98.56459330143541,86.60287081339713,11.961722488038278,1.4354066985645932,27,27.272727272727273,4,22.8,9.4,19749.0,23.3,12.4,23.3,1.7
4026400,266,100.0,81.203007518797,15.413533834586467,3.3834586466165413,33,29.32330827067669,4,14.9,12.0,19667.0,19.6,11.6,31.2,16.4
4026500,123,97.5609756097561,93.4959349593496,4.065040650406504,2.4390243902439024,23,9.75609756097561,4,13.5,5.8,22534.0,28.2,9.0,19.8,7.4
4026600,232,83.62068965517241,87.93103448275862,10.344827586206897,1.7241379310344827,33,18.103448275862068,4,18.5,12.4,20982.0,26.6,27.8,21.5,9.6
4026700,125,100.0,81.6,12.8,5.6,17,21.6,4,20.8,6.5,20791.0,33.5,7.7,16.4,8.7
4026901,107,100.0,81.30841121495327,11.214953271028037,7.4766355140186915,15,32.71028037383178,4,16.3,5.7,19584.0,24.4,10.8,20.0,3.8
4026902,68,98.52941176470588,72.05882352941177,20.58823529411765,7.352941176470588,21,22.058823529411764,4,20.4,5.3,19361.0,23.2,8.6,17.2,9.3
4027000,131,100.0,83.96946564885496,13.740458015267176,2.2900763358778624,20,51.908396946564885,4,31.3,19.7,16222.0,24.2,11.2,32.0,31.5
4027100,117,98.2905982905983,79.48717948717949,17.94871794871795,2.5641025641025643,26,18.803418803418804,4,19.3,3.0,21639.0,35.0,14.0,23.0,5.1
4027200,260,97.6923076923077,89.61538461538461,7.6923076923076925,2.6923076923076925,25,16.53846153846154,4,13.6,10.4,20977.0,17.7,9.6,23.4,9.5
4027300,367,97.27520435967303,76.83923705722071,19.618528610354222,3.542234332425068,37,23.160762942779293,4,19.8,6.9,15993.0,29.6,8.8,25.0,18.6
4027400,229,100.0,94.75982532751091,3.493449781659389,1.7467248908296944,30,18.777292576419214,4,5.7,12.6,26917.0,18.5,9.9,21.6,10.0
4027500,321,100.0,76.94704049844236,18.068535825545172,4.984423676012461,36,37.07165109034268,4,22.2,1.9,23541.0,35.7,11.9,19.7,24.0
4027600,117,100.0,79.48717948717949,15.384615384615385,5.128205128205129,22,29.05982905982906,4,9.4,3.2,24795.0,20.5,12.9,21.4,15.5
4027700,296,100.0,73.3108108108108,19.93243243243243,6.756756756756757,33,44.25675675675676,4,15.9,5.3,24806.0,35.7,11.6,21.6,14.9
4027900,271,100.0,87.82287822878229,10.70110701107011,1.4760147601476015,33,45.018450184501845,4,12.8,6.0,25393.0,27.8,19.9,15.7,8.1
4028000,234,100.0,88.46153846153847,9.82905982905983,1.7094017094017093,41,26.495726495726494,4,2.1,8.1,24883.0,10.9,9.1,22.9,16.4
4028100,289,100.0,76.8166089965398,17.647058823529413,5.536332179930795,36,31.141868512110726,4,5.9,5.5,34809.0,18.7,23.2,8.6,5.7
4028200,121,100.0,76.85950413223141,19.00826446280992,4.132231404958677,21,26.446280991735538,4,6.5,8.5,27924.0,16.1,10.6,26.4,8.2
4028300,335,100.0,83.58208955223881,14.029850746268657,2.388059701492537,23,30.149253731343283,4,17.2,2.8,30066.0,17.9,15.1,12.8,5.9
4028400,401,99.25187032418953,90.52369077306733,7.73067331670823,1.745635910224439,45,18.952618453865338,4,20.6,8.5,21062.0,4.4,10.4,29.5,17.1
4028500,321,100.0,82.86604361370716,11.838006230529595,5.29595015576324,28,33.333333333333336,4,22.2,9.9,36968.0,18.1,13.9,22.4,4.0
4028700,301,94.35215946843854,82.05980066445183,13.289036544850498,4.651162790697675,36,29.568106312292358,4,12.5,3.6,31293.0,16.8,13.8,17.7,6.3
4028900,330,100.0,83.03030303030303,13.636363636363637,3.3333333333333335,36,24.242424242424242,4,12.1,3.1,30067.0,17.2,12.1,17.6,6.5
4029100,370,94.5945945945946,76.75675675675676,18.10810810810811,5.135135135135135,30,37.567567567567565,4,21.3,10.2,22173.0,28.0,15.8,13.7,4.8
4029500,174,93.10344827586206,84.48275862068965,12.64367816091954,2.8735632183908044,24,27.586206896551722,4,7.1,5.0,37352.0,14.1,16.8,15.1,4.7
4029700,258,91.47286821705427,77.90697674418605,13.953488372093023,8.13953488372093,33,32.945736434108525,4,15.2,5.5,27790.0,19.9,13.1,24.5,9.8
4030902,572,97.72727272727273,77.27272727272727,17.657342657342657,5.06993006993007,45,42.83216783216783,4,23.4,9.5,18951.0,23.5,11.9,24.0,12.3
4030903,544,100.0,77.75735294117646,17.095588235294116,5.147058823529412,50,40.25735294117647,4,16.1,9.4,21949.0,20.3,12.0,21.9,10.6
4030904,524,96.37404580152672,74.42748091603053,17.938931297709924,7.633587786259542,59,15.83969465648855,4,19.5,7.3,27565.0,19.8,15.3,21.8,9.1
4032700,258,100.0,81.3953488372093,13.953488372093023,4.651162790697675,32,33.72093023255814,4,18.2,8.8,22380.0,16.9,13.1,16.9,9.7
4032800,421,84.79809976247031,86.93586698337292,11.401425178147269,1.66270783847981,46,11.163895486935868,4,7.5,8.1,25130.0,7.0,12.3,25.6,25.3
4032900,533,95.1219512195122,81.98874296435272,13.320825515947467,4.690431519699812,46,26.454033771106943,4,14.7,6.6,21313.0,15.7,12.3,16.6,6.9
4033401,532,94.54887218045113,89.09774436090225,9.586466165413533,1.3157894736842106,31,32.70676691729323,4,9.5,12.0,24570.0,15.0,11.7,25.7,24.4
4033700,196,100.0,83.6734693877551,14.285714285714286,2.0408163265306123,29,41.83673469387755,4,19.0,3.7,19867.0,30.6,7.3,16.1,17.7
4033900,181,91.16022099447514,83.42541436464089,14.917127071823204,1.6574585635359116,22,39.226519337016576,4,11.4,5.1,24507.0,16.3,9.7,24.1,7.4
4034700,337,91.69139465875371,82.49258160237389,12.166172106824925,5.341246290801187,45,26.409495548961424,4,13.5,11.3,21977.0,21.8,15.2,19.9,9.8
4035100,180,100.0,77.22222222222223,16.666666666666668,6.111111111111111,25,46.666666666666664,4,12.6,10.0,24836.0,20.8,17.3,21.9,7.0
4035200,508,91.92913385826772,86.22047244094489,12.007874015748031,1.7716535433070866,49,27.362204724409448,4,7.2,8.0,27561.0,12.9,14.2,24.3,13.2
4035300,224,99.55357142857143,85.71428571428571,9.375,4.910714285714286,34,30.803571428571427,4,23.6,11.1,18823.0,28.0,15.1,14.7,13.9
4035700,684,91.95906432748538,85.81871345029239,11.549707602339181,2.6315789473684212,55,22.076023391812864,4,18.8,8.9,22597.0,20.0,24.6,13.5,6.7
4036100,254,95.66929133858268,88.58267716535433,9.448818897637794,1.968503937007874,45,23.228346456692915,4,22.5,9.2,15395.0,29.4,10.9,27.2,20.4
4036300,199,100.0,85.92964824120602,12.06030150753769,2.0100502512562812,24,33.165829145728644,4,24.3,5.7,21351.0,22.9,11.2,26.8,21.3
4036500,174,97.70114942528735,69.54022988505747,25.28735632183908,5.172413793103448,19,15.517241379310345,4,19.1,13.0,16008.0,31.6,7.9,27.0,14.4
4036600,258,89.92248062015504,85.27131782945736,12.4031007751938,2.3255813953488373,33,29.069767441860463,4,11.1,11.4,23200.0,12.8,13.2,23.1,8.3
4036700,197,98.4771573604061,86.80203045685279,11.6751269035533,1.5228426395939085,48,23.85786802030457,4,16.3,6.1,20105.0,19.6,12.7,17.5,13.5
4036800,150,99.33333333333333,66.66666666666667,23.333333333333332,10.0,33,28.666666666666668,4,8.1,13.2,26669.0,6.8,11.8,21.9,11.7
4037100,111,99.09909909909909,89.1891891891892,9.00900900900901,1.8018018018018018,30,25.225225225225227,4,19.6,5.4,25596.0,24.3,12.6,19.4,10.6
4037300,211,98.5781990521327,79.14691943127963,15.165876777251185,5.687203791469194,33,19.90521327014218,4,14.8,3.0,21679.0,28.4,5.9,27.8,8.5
4037500,229,94.75982532751091,80.34934497816595,11.790393013100436,7.860262008733624,28,23.14410480349345,4,22.4,6.5,16614.0,44.0,9.3,24.4,12.4
4037600,689,95.355587808418,92.01741654571843,6.531204644412192,1.4513788098693758,60,24.81857764876633,4,5.6,10.2,26906.0,8.5,12.0,23.5,16.2
4037700,224,100.0,86.16071428571429,9.821428571428571,4.017857142857143,34,31.25,4,23.1,10.9,15195.0,55.5,4.1,30.9,24.5
4037900,285,99.64912280701755,89.12280701754386,9.473684210526315,1.4035087719298245,35,16.49122807017544,4,20.8,4.5,13414.0,43.6,5.8,28.2,18.4
4038100,369,96.7479674796748,78.86178861788618,17.88617886178862,3.252032520325203,39,41.19241192411924,4,26.4,7.8,17511.0,38.1,7.9,26.0,16.8
4038400,250,100.0,86.4,6.8,6.8,35,30.8,4,11.3,13.4,24724.0,14.6,9.9,25.9,18.0
4039400,281,99.644128113879,91.45907473309609,7.473309608540926,1.0676156583629892,32,39.8576512455516,4,10.2,19.0,23363.0,11.5,14.9,20.3,13.7
4039800,174,100.0,89.08045977011494,6.896551724137931,4.022988505747127,31,54.02298850574713,4,2.5,9.9,31371.0,11.4,11.7,19.4,14.3
4039900,142,100.0,86.61971830985915,12.67605633802817,0.704225352112676,31,45.070422535211264,4,12.0,7.0,16002.0,40.9,6.3,30.2,29.4
4040000,186,99.46236559139786,84.94623655913979,12.903225806451612,2.150537634408602,29,42.473118279569896,4,7.9,5.4,28301.0,6.2,13.4,21.1,19.8
4040100,277,100.0,77.25631768953069,20.577617328519857,2.1660649819494586,36,29.24187725631769,4,21.3,6.4,16239.0,48.2,4.9,27.9,23.8
4040200,251,97.60956175298804,94.42231075697211,4.780876494023905,0.796812749003984,35,31.872509960159363,4,14.2,8.8,28329.0,9.7,12.4,21.3,4.4
4040300,208,98.07692307692308,78.84615384615384,17.307692307692307,3.8461538461538463,27,39.42307692307692,4,23.7,5.5,15286.0,45.0,4.2,29.0,32.7
4040400,416,99.75961538461539,89.1826923076923,8.173076923076923,2.644230769230769,43,23.076923076923077,4,15.1,16.5,26543.0,10.8,10.3,25.9,14.3
4040500,121,98.34710743801652,82.64462809917356,15.702479338842975,1.6528925619834711,22,18.181818181818183,4,27.6,7.1,12917.0,56.7,5.9,25.6,16.7
4040700,248,99.19354838709677,88.30645161290323,8.46774193548387,3.225806451612903,37,13.709677419354838,4,18.4,4.9,14435.0,46.3,7.2,26.0,17.7
4040900,179,99.44134078212291,89.3854748603352,9.497206703910615,1.1173184357541899,33,6.145251396648045,4,23.5,7.6,14435.0,58.6,7.2,24.8,16.6
4041100,214,100.0,78.03738317757009,13.08411214953271,8.878504672897197,28,38.3177570093458,4,20.3,8.3,16157.0,50.5,6.9,24.7,20.3
4041300,193,99.48186528497409,74.61139896373057,17.098445595854923,8.290155440414507,30,34.715025906735754,4,34.5,6.5,13135.0,48.1,8.2,32.8,16.5
4041400,341,98.53372434017595,93.25513196480938,4.9853372434017595,1.7595307917888563,42,17.008797653958943,4,14.2,11.6,21035.0,21.7,9.3,25.8,22.8
4041500,196,84.18367346938776,81.63265306122449,12.244897959183673,6.122448979591836,32,20.408163265306122,4,22.3,2.8,13871.0,34.2,9.7,27.3,20.2
4042400,508,98.62204724409449,86.22047244094489,10.433070866141732,3.3464566929133857,56,26.5748031496063,4,11.3,7.9,29617.0,10.1,17.1,19.2,15.2
4042700,180,100.0,83.33333333333333,10.0,6.666666666666667,29,25.0,4,21.5,1.3,17271.0,38.5,8.5,28.0,16.8
4043200,367,98.36512261580381,89.64577656675749,8.446866485013624,1.9073569482288828,51,21.525885558583106,4,6.0,9.0,29301.0,6.7,11.9,24.1,13.3
4043400,328,96.03658536585365,95.1219512195122,3.658536585365854,1.2195121951219512,27,31.097560975609756,4,4.5,10.7,26270.0,14.4,13.3,22.6,9.8
4043701,103,93.20388349514563,69.90291262135922,24.271844660194176,5.825242718446602,19,31.067961165048544,4,21.7,2.8,19760.0,31.8,20.2,21.4,20.4
4043900,145,99.3103448275862,77.24137931034483,14.482758620689655,8.275862068965518,22,45.51724137931034,4,22.3,5.5,17870.0,37.6,6.8,27.6,22.9
4044000,186,93.01075268817205,76.34408602150538,18.817204301075268,4.838709677419355,34,27.956989247311828,4,14.6,20.5,20559.0,28.1,8.4,25.7,16.7
4044301,129,100.0,81.3953488372093,15.503875968992247,3.10077519379845,23,33.333333333333336,4,35.3,6.9,14088.0,39.0,21.8,23.6,9.0
4044302,318,96.54088050314465,77.67295597484276,14.779874213836479,7.547169811320755,36,26.10062893081761,4,20.0,11.7,17989.0,33.4,9.1,19.1,11.9
4044400,380,98.6842105263158,81.3157894736842,13.157894736842104,5.526315789473684,37,37.36842105263158,4,23.8,9.6,17219.0,37.1,13.0,20.9,9.8
4044601,263,92.39543726235742,71.86311787072243,20.53231939163498,7.604562737642586,27,10.26615969581749,4,20.4,8.4,17976.0,32.1,16.9,25.5,8.0
4044602,178,100.0,86.51685393258427,10.674157303370787,2.808988764044944,26,23.59550561797753,4,40.4,13.8,14015.0,30.2,6.3,27.4,16.8
4044800,263,96.95817490494296,92.39543726235742,6.083650190114068,1.520912547528517,39,26.61596958174905,4,19.5,11.0,22140.0,27.2,8.3,22.3,10.5
4045000,274,100.0,93.43065693430657,5.474452554744525,1.094890510948905,44,23.357664233576642,4,12.1,6.3,26495.0,11.7,13.7,19.7,4.8
4045400,287,99.30313588850174,82.22996515679442,16.72473867595819,1.0452961672473868,36,24.390243902439025,4,14.8,12.7,26076.0,17.7,9.4,19.5,3.0
4045700,167,97.60479041916167,91.61676646706587,6.586826347305389,1.7964071856287425,32,24.550898203592816,4,17.8,7.6,26180.0,12.8,14.1,12.4,1.9
4045800,329,100.0,89.96960486322189,8.206686930091186,1.8237082066869301,49,24.620060790273556,4,9.0,10.7,30134.0,10.3,13.1,26.3,0.9
4045900,191,99.47643979057591,86.91099476439791,9.424083769633508,3.6649214659685865,33,33.50785340314136,4,19.6,12.0,20479.0,39.4,6.3,18.1,6.5
4046000,296,98.3108108108108,85.47297297297297,10.135135135135135,4.391891891891892,31,14.864864864864865,4,32.5,7.7,14722.0,27.8,8.7,29.0,7.0
4046200,276,100.0,81.52173913043478,13.043478260869565,5.434782608695652,47,17.391304347826086,4,14.5,8.6,15309.0,25.4,11.6,24.9,10.8
4046300,157,100.0,77.70700636942675,17.197452229299362,5.095541401273885,18,57.32484076433121,4,23.7,6.8,18289.0,41.1,8.1,24.8,13.5
4046400,326,99.38650306748467,91.41104294478528,7.0552147239263805,1.5337423312883436,52,19.938650306748468,4,9.9,9.6,31431.0,8.8,13.6,14.7,4.7
4046500,209,100.0,87.08133971291866,11.004784688995215,1.9138755980861244,25,27.751196172248804,4,22.2,3.7,14823.0,41.5,11.0,19.8,12.3
4046600,230,100.0,85.21739130434783,11.304347826086957,3.4782608695652173,37,16.52173913043478,4,22.6,8.1,35887.0,13.9,14.7,24.8,5.6
4046700,221,99.5475113122172,76.47058823529412,16.742081447963802,6.787330316742081,20,64.25339366515837,4,33.6,5.4,13075.0,37.2,8.9,27.9,17.2
4046800,362,100.0,93.37016574585635,4.143646408839779,2.4861878453038675,37,13.812154696132596,4,15.0,11.4,20453.0,22.7,15.4,19.0,6.7
4046900,213,100.0,79.34272300469483,16.901408450704224,3.755868544600939,18,58.21596244131455,4,27.2,7.2,19484.0,29.6,13.9,22.1,11.1
4047000,327,100.0,96.02446483180428,3.363914373088685,0.6116207951070336,33,26.605504587155963,4,14.9,10.5,19739.0,26.0,15.8,20.8,11.9
4047100,130,96.92307692307692,75.38461538461539,20.0,4.615384615384615,20,35.38461538461539,4,20.1,5.1,19602.0,21.9,11.9,17.8,5.8
4047200,574,97.5609756097561,93.55400696864112,5.574912891986063,0.8710801393728222,58,17.770034843205575,4,12.7,10.3,31708.0,16.8,25.9,16.7,3.9
4047300,234,98.2905982905983,82.47863247863248,13.675213675213675,3.8461538461538463,21,15.811965811965813,4,17.0,7.6,28482.0,24.6,19.8,11.1,4.5
4047500,425,99.05882352941177,64.47058823529412,27.058823529411764,8.470588235294118,39,31.294117647058822,4,13.3,8.6,25959.0,18.7,9.1,17.8,7.4
4047600,141,89.36170212765957,81.56028368794327,17.02127659574468,1.4184397163120568,35,14.893617021276595,4,4.7,5.3,42029.0,10.2,17.0,23.8,10.5
4047800,429,92.54079254079254,82.05128205128206,14.452214452214452,3.4965034965034967,48,27.272727272727273,4,3.6,6.1,34325.0,15.5,18.1,13.7,4.4
4047900,391,99.23273657289002,71.61125319693095,23.017902813299234,5.370843989769821,42,37.851662404092075,4,17.5,5.3,22040.0,19.9,16.8,18.1,6.1
4048000,238,100.0,93.69747899159664,5.042016806722689,1.2605042016806722,44,22.26890756302521,4,7.2,19.6,23935.0,28.9,16.9,18.6,10.0
4048200,243,95.88477366255144,80.24691358024691,14.40329218106996,5.349794238683128,38,15.22633744855967,4,8.1,14.6,27042.0,10.9,17.0,13.2,3.2
4048300,201,100.0,87.06467661691542,9.950248756218905,2.985074626865672,26,29.35323383084577,4,17.7,5.8,21209.0,23.6,11.5,19.5,5.0
4048400,413,100.0,84.01937046004842,11.380145278450364,4.600484261501211,54,45.76271186440678,4,10.1,12.2,26241.0,19.0,10.3,18.6,7.8
4048500,327,98.47094801223241,80.42813455657492,16.513761467889907,3.058103975535168,36,27.828746177370032,4,11.4,5.9,27375.0,16.8,12.9,13.1,1.2
4048900,185,99.45945945945945,89.1891891891892,7.5675675675675675,3.2432432432432434,32,29.18918918918919,4,9.6,4.5,22061.0,25.0,9.3,22.7,8.8
4049200,422,91.70616113744076,82.93838862559242,15.165876777251185,1.8957345971563981,38,34.360189573459714,4,8.3,8.2,27674.0,11.5,14.4,17.0,2.9
4049301,152,97.36842105263158,83.55263157894737,13.157894736842104,3.289473684210526,43,38.81578947368421,4,11.3,7.2,27780.0,19.5,14.1,21.4,13.4
4049302,288,96.52777777777777,84.02777777777777,13.88888888888889,2.0833333333333335,47,47.22222222222222,4,13.1,5.0,27551.0,11.8,13.2,24.3,15.6
4049500,143,98.6013986013986,76.22377622377623,22.377622377622377,1.3986013986013985,26,64.33566433566433,4,7.1,10.7,28373.0,9.9,11.2,23.9,5.4
4049600,332,99.39759036144578,63.25301204819277,27.10843373493976,9.63855421686747,49,39.45783132530121,4,10.5,11.0,23379.0,18.1,14.9,17.5,6.7
4049700,168,98.21428571428571,60.714285714285715,33.333333333333336,5.9523809523809526,41,25.595238095238095,4,9.6,4.7,29185.0,15.6,11.8,20.4,11.3
4049900,328,93.90243902439025,81.70731707317073,15.24390243902439,3.048780487804878,47,28.963414634146343,4,11.7,7.1,22473.0,28.2,16.4,20.8,7.8
4050000,292,81.5068493150685,91.78082191780823,6.8493150684931505,1.36986301369863,45,21.232876712328768,4,20.7,11.2,19836.0,23.8,14.0,21.5,9.3
4050201,136,100.0,93.38235294117646,2.2058823529411766,4.411764705882353,30,25.0,4,2.9,7.7,28121.0,18.9,10.4,17.8,13.6
4050202,264,100.0,92.42424242424242,6.0606060606060606,1.5151515151515151,46,21.21212121212121,4,8.1,16.3,22710.0,14.8,11.3,19.3,16.8
4050400,279,100.0,87.45519713261649,10.75268817204301,1.7921146953405018,48,28.315412186379927,4,12.5,14.2,23751.0,11.4,14.3,17.6,6.7
4050600,296,100.0,92.22972972972973,6.756756756756757,1.0135135135135136,43,22.972972972972972,4,10.2,10.8,28107.0,11.8,13.0,24.2,5.8
4050700,450,98.88888888888889,71.33333333333333,25.11111111111111,3.5555555555555554,48,46.0,4,13.4,7.7,29251.0,9.9,16.2,21.7,4.2
4050800,284,97.53521126760563,90.14084507042253,9.507042253521126,0.352112676056338,33,35.2112676056338,4,10.6,13.7,24402.0,13.2,14.4,29.2,18.2
4051000,225,99.55555555555556,96.0,3.111111111111111,0.8888888888888888,38,24.88888888888889,4,5.8,11.2,25015.0,9.7,15.8,20.7,12.0
4051100,340,95.29411764705883,70.88235294117646,25.88235294117647,3.235294117647059,51,33.23529411764706,4,2.8,6.2,42668.0,7.9,15.2,21.9,4.4
4051200,532,95.86466165413533,91.16541353383458,7.142857142857143,1.6917293233082706,62,30.451127819548873,4,12.0,13.0,27021.0,18.0,17.1,24.5,17.1
4051500,302,98.01324503311258,80.4635761589404,17.880794701986755,1.6556291390728477,44,46.688741721854306,4,9.3,2.2,37651.0,11.9,15.5,18.7,7.2
4051600,133,96.2406015037594,85.71428571428571,8.270676691729323,6.015037593984962,23,34.58646616541353,4,9.3,20.3,25067.0,16.3,20.3,11.3,6.7
4051700,288,90.27777777777777,84.375,11.805555555555555,3.8194444444444446,40,36.458333333333336,4,12.8,8.3,31760.0,15.1,11.7,20.7,11.1
4051800,220,100.0,92.72727272727273,6.363636363636363,0.9090909090909091,31,41.81818181818182,4,12.4,18.8,22200.0,13.8,11.7,27.2,19.0
4052000,249,100.0,95.9839357429719,3.6144578313253013,0.40160642570281124,35,40.963855421686745,4,5.3,7.4,26417.0,13.5,13.7,20.8,1.8
4052200,254,98.03149606299213,96.85039370078741,2.7559055118110236,0.3937007874015748,30,33.46456692913386,4,5.9,5.9,33090.0,15.1,15.1,22.9,8.8
4052400,347,98.84726224783861,93.37175792507205,6.340057636887608,0.2881844380403458,43,25.936599423631122,4,8.9,8.2,31505.0,15.2,13.7,16.2,9.6
4052500,167,100.0,82.63473053892216,14.37125748502994,2.9940119760479043,32,43.11377245508982,4,17.4,4.5,37698.0,15.7,8.4,22.4,7.5
4052800,194,100.0,92.78350515463917,6.185567010309279,1.0309278350515463,37,34.02061855670103,4,6.0,10.6,28070.0,17.6,18.1,20.6,9.8
4053100,382,95.81151832460733,75.91623036649214,20.418848167539267,3.6649214659685865,45,48.42931937172775,4,16.2,10.0,29289.0,14.4,13.9,16.9,4.5
4053200,136,99.26470588235294,91.17647058823529,7.352941176470588,1.4705882352941178,26,42.64705882352941,4,7.9,16.0,31538.0,11.7,11.1,21.8,14.6
4053401,244,97.1311475409836,75.81967213114754,18.0327868852459,6.147540983606557,33,35.24590163934426,4,2.6,10.1,29475.0,8.1,22.3,17.2,13.4
4053601,140,99.28571428571429,91.42857142857143,7.142857142857143,1.4285714285714286,23,37.142857142857146,4,5.3,15.5,22399.0,16.5,12.0,16.8,8.2
4053800,173,100.0,82.08092485549133,13.294797687861271,4.624277456647399,30,24.85549132947977,4,6.5,10.4,24594.0,10.5,8.6,24.8,13.1
4054000,375,100.0,88.26666666666667,9.866666666666667,1.8666666666666667,46,23.466666666666665,4,22.7,17.9,20563.0,21.5,9.1,21.0,11.8
4054200,625,100.0,73.6,19.52,6.88,62,18.24,4,9.3,6.0,23657.0,12.3,9.9,21.0,4.8
4054500,207,100.0,67.14975845410628,24.63768115942029,8.21256038647343,31,48.792270531400966,4,18.5,4.9,20888.0,26.4,3.7,25.2,18.9
4054800,290,100.0,74.13793103448276,19.310344827586206,6.551724137931035,43,12.068965517241379,4,6.0,5.5,23692.0,14.0,16.0,19.2,8.6
4054900,296,100.0,56.08108108108108,31.08108108108108,12.837837837837839,34,49.66216216216216,4,23.5,5.5,18356.0,26.4,5.0,26.6,16.5
4055100,395,98.22784810126582,62.278481012658226,26.835443037974684,10.886075949367088,29,44.050632911392405,4,19.1,6.1,25451.0,27.1,8.8,21.6,10.7
4055200,383,98.17232375979113,75.71801566579634,21.671018276762403,2.6109660574412534,44,32.37597911227154,4,13.9,4.5,25601.0,14.3,16.2,15.2,10.0
4055300,252,100.0,71.82539682539682,23.41269841269841,4.761904761904762,31,26.58730158730159,4,23.5,4.2,23810.0,31.0,5.7,21.5,12.5
4055400,308,99.35064935064935,71.42857142857143,23.7012987012987,4.87012987012987,49,20.454545454545453,4,10.3,5.5,26006.0,15.6,14.4,18.7,4.6
4055500,190,100.0,63.1578947368421,25.789473684210527,11.052631578947368,23,51.578947368421055,4,18.0,4.8,19792.0,26.0,5.0,23.8,10.9
4055600,421,100.0,71.25890736342043,23.752969121140143,4.98812351543943,53,17.339667458432302,4,5.3,9.3,25314.0,21.1,17.9,14.3,4.1
4055700,356,99.15730337078652,67.69662921348315,24.15730337078652,8.146067415730338,26,58.98876404494382,4,13.3,7.3,23744.0,16.6,8.5,18.9,13.0
4055800,325,100.0,70.46153846153847,21.846153846153847,7.6923076923076925,45,24.923076923076923,4,9.4,2.4,28790.0,18.8,18.3,11.0,1.2
4055900,85,100.0,68.23529411764706,23.529411764705884,8.235294117647058,16,60.0,4,25.9,12.0,19559.0,24.1,5.1,29.2,20.0
4056000,345,98.84057971014492,79.42028985507247,16.81159420289855,3.7681159420289854,44,31.884057971014492,4,13.0,2.8,24586.0,15.0,13.3,23.5,6.3
4056200,224,100.0,78.125,17.857142857142858,4.017857142857143,30,20.982142857142858,4,11.7,5.8,23258.0,26.2,9.3,18.6,6.5
4056400,128,100.0,76.5625,17.96875,5.46875,26,28.125,4,9.0,7.7,23628.0,13.0,11.4,27.2,9.9
4056500,64,100.0,53.125,35.9375,10.9375,15,45.3125,4,16.5,2.7,26700.0,20.7,10.3,24.6,17.9
4056600,237,99.15611814345992,71.30801687763713,25.738396624472575,2.9535864978902953,40,21.518987341772153,4,7.6,7.1,21426.0,26.9,10.7,20.2,8.0
4056700,666,100.0,74.77477477477477,19.81981981981982,5.405405405405405,51,35.73573573573574,4,5.9,4.6,33350.0,16.1,12.2,20.7,10.6
4056800,540,90.92592592592592,82.5925925925926,11.666666666666666,5.7407407407407405,55,31.11111111111111,4,7.5,16.9,27581.0,17.6,15.0,16.9,8.8
4057700,266,100.0,59.774436090225564,32.70676691729323,7.518796992481203,33,52.63157894736842,4,12.0,5.8,24073.0,16.6,8.9,18.2,13.2
